last_new_job,target,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,training_hours
3,1,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,12
never,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,,,47
1,1,0.624,Male,Has relevent experience,Part time course,Masters,STEM,14,50-99,,112
never,1,0.579,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,145
1,1,0.698,Male,No relevent experience,Full time course,Graduate,STEM,7,,,6
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,56
2,1,0.766,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,282
2,1,0.92,,No relevent experience,no_enrollment,Masters,Other,20,,,30
1,1,0.89,,Has relevent experience,Part time course,High School,,10,50-99,Pvt Ltd,86
1,1,0.776,Male,Has relevent experience,Part time course,Graduate,STEM,10,<10,Pvt Ltd,31
4,1,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,23
never,1,0.92,Male,No relevent experience,Full time course,High School,,11,,,37
1,1,0.698,Male,No relevent experience,Full time course,High School,,7,,,12
never,1,0.579,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,68
1,1,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,1,100-500,Pvt Ltd,133
1,1,0.68,Male,Has relevent experience,Part time course,Graduate,STEM,4,,,46
1,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,,14
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,7
4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,8,,,56
never,1,0.682,Male,No relevent experience,Full time course,Graduate,STEM,2,,,45
1,1,0.579,Male,No relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,34
never,1,0.926,Male,Has relevent experience,no_enrollment,High School,,18,,,21
2,1,0.624,Male,No relevent experience,Full time course,Masters,STEM,5,50-99,Pvt Ltd,48
2,1,0.926,Male,No relevent experience,no_enrollment,Masters,STEM,10,,,45
2,1,0.754,Male,Has relevent experience,Part time course,Masters,STEM,2,100-500,Pvt Ltd,39
1,1,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,124
>4,1,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,210
1,1,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,1,,,91
>4,1,0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,116
1,1,0.924,Male,Has relevent experience,no_enrollment,High School,,6,,,82
3,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,18
>4,1,0.887,Male,No relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,3
1,1,0.754,,No relevent experience,no_enrollment,High School,,6,,,148
1,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,,,28
1,1,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,5,,,74
never,1,0.92,,No relevent experience,no_enrollment,High School,,5,,,48
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,101
>4,1,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,130
1,1,0.903,Male,No relevent experience,no_enrollment,Graduate,STEM,2,,,25
>4,1,0.855,Male,Has relevent experience,no_enrollment,Masters,Business Degree,,,Pvt Ltd,96
>4,1,0.691,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,40
never,1,0.899,Female,No relevent experience,Full time course,Graduate,STEM,5,,,70
never,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,,,42
never,1,0.555,,No relevent experience,no_enrollment,Graduate,Business Degree,<1,,,25
2,1,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,121
3,1,0.624,,Has relevent experience,Full time course,,,3,100-500,Pvt Ltd,107
2,1,0.92,,No relevent experience,Full time course,High School,,3,,,53
1,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,1,50-99,Pvt Ltd,3
2,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,49
>4,1,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,7,500-999,Pvt Ltd,7
>4,1,0.624,Female,No relevent experience,no_enrollment,Masters,Humanities,3,,,57
1,1,0.691,Other,No relevent experience,Full time course,High School,,3,,,151
>4,1,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Oct-49,NGO,102
1,1,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,<1,100-500,Pvt Ltd,30
4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,,,89
1,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,,,56
1,1,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,8,,,34
never,1,0.55,,No relevent experience,no_enrollment,High School,,<1,,,29
2,1,0.878,Male,Has relevent experience,Full time course,Graduate,Business Degree,10,,,99
1,1,0.92,Male,No relevent experience,no_enrollment,Graduate,Business Degree,1,5000-9999,Pvt Ltd,48
2,1,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,76
1,1,0.92,,No relevent experience,Full time course,Graduate,STEM,1,,,52
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,12
1,1,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,,,40
>4,1,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,1000-4999,NGO,50
3,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,8
1,1,0.563,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Pvt Ltd,103
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,13
1,1,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,58
1,1,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,4,Oct-49,Pvt Ltd,40
>4,1,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,,,32
4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,33
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,62
1,1,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,Oct-49,Pvt Ltd,72
>4,1,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,107
1,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,,,152
never,1,0.903,Male,Has relevent experience,no_enrollment,Graduate,Other,16,100-500,Other,174
2,1,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,13
,1,0.624,,No relevent experience,Full time course,Graduate,STEM,3,,,67
1,1,0.624,Male,Has relevent experience,Full time course,Masters,STEM,1,500-999,Pvt Ltd,20
1,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,Pvt Ltd,51
4,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,4,,,68
1,1,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,35
3,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,Pvt Ltd,248
>4,1,0.804,,No relevent experience,no_enrollment,Graduate,STEM,15,,,43
3,1,0.827,Male,No relevent experience,Part time course,Graduate,STEM,9,,,8
never,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,81
1,1,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,,,8
2,1,0.698,,No relevent experience,Part time course,High School,,2,,,47
2,1,0.92,,No relevent experience,no_enrollment,Graduate,Humanities,10,,,67
1,1,0.624,,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,88
3,1,0.624,Male,No relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,28
1,1,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,,,22
1,1,0.926,Male,No relevent experience,Full time course,Graduate,STEM,14,<10,Early Stage Startup,28
never,1,0.804,,No relevent experience,Full time course,Graduate,STEM,7,,,5
4,1,0.624,Male,Has relevent experience,Full time course,Masters,STEM,11,100-500,Pvt Ltd,7
2,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,45
1,1,0.624,,Has relevent experience,no_enrollment,Masters,Arts,6,Oct-49,Pvt Ltd,21
1,1,0.624,,No relevent experience,no_enrollment,Masters,STEM,<1,100-500,NGO,156
>4,1,0.923,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Pvt Ltd,70
4,1,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,19,500-999,Pvt Ltd,88
never,1,0.887,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,53
1,1,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,6,,Pvt Ltd,9
1,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,Public Sector,116
1,1,0.896,Male,No relevent experience,no_enrollment,Masters,Humanities,<1,Oct-49,NGO,9
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,130
never,1,0.624,,No relevent experience,Full time course,Graduate,STEM,2,,,58
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,100-500,Pvt Ltd,62
2,1,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,Oct-49,Funded Startup,20
>4,1,0.923,Female,Has relevent experience,no_enrollment,Graduate,Other,10,,,160
2,1,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,6,100-500,Pvt Ltd,13
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,109
>4,1,0.624,,Has relevent experience,Full time course,Masters,STEM,>20,,,6
4,1,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,Oct-49,Pvt Ltd,101
1,1,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,1,<10,Funded Startup,53
1,1,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,100-500,Funded Startup,15
never,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,6,,,2
1,1,0.92,,Has relevent experience,no_enrollment,Graduate,Humanities,3,,,58
1,1,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,24
1,1,0.698,,Has relevent experience,Part time course,Masters,STEM,6,,,116
>4,1,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,>20,,,56
1,1,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,30
4,1,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,10
1,1,0.92,,Has relevent experience,no_enrollment,Masters,Business Degree,4,,,73
3,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,19
>4,1,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,216
never,1,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,5,,,6
never,1,0.624,,No relevent experience,Full time course,Masters,STEM,9,100-500,Pvt Ltd,5
3,1,0.855,,No relevent experience,Full time course,Graduate,STEM,5,,,54
1,1,0.555,Male,No relevent experience,Full time course,Graduate,STEM,7,Oct-49,Pvt Ltd,102
1,1,0.924,Male,No relevent experience,Full time course,High School,,4,1000-4999,Pvt Ltd,102
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,3
3,1,0.926,Male,Has relevent experience,no_enrollment,,,7,500-999,Other,80
never,1,0.92,,No relevent experience,Full time course,Graduate,STEM,4,,,31
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,59
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,,,4
1,1,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,28
1,1,0.739,Male,No relevent experience,Full time course,Masters,STEM,5,,,50
4,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Pvt Ltd,44
1,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,,,148
1,1,0.624,,Has relevent experience,Full time course,Masters,STEM,20,50-99,,16
3,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,65
>4,1,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,76
1,1,0.624,Female,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,68
>4,1,0.856,Male,Has relevent experience,Full time course,Graduate,STEM,8,50-99,Pvt Ltd,18
1,1,0.794,Male,No relevent experience,no_enrollment,Graduate,No Major,2,,,7
1,1,0.558,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,26
never,1,0.754,Male,No relevent experience,Full time course,Graduate,STEM,3,,,39
3,1,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1000-4999,Pvt Ltd,157
1,1,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,7,,,290
1,1,0.727,Male,Has relevent experience,,Graduate,STEM,6,,,122
3,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,48
>4,1,0.738,Male,No relevent experience,no_enrollment,Phd,STEM,>20,,,50
1,1,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,9,,,49
1,1,0.804,,No relevent experience,,Graduate,STEM,8,100-500,Pvt Ltd,16
1,1,0.55,Male,Has relevent experience,Full time course,Graduate,STEM,4,Oct-49,Pvt Ltd,26
never,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,2
1,1,0.624,Male,Has relevent experience,no_enrollment,,,7,,,272
1,1,0.624,,No relevent experience,Part time course,Masters,STEM,1,5000-9999,Pvt Ltd,55
3,1,0.804,Other,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,37
>4,1,0.624,,Has relevent experience,,Graduate,STEM,14,,,154
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,40
2,1,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,50-99,Pvt Ltd,11
3,1,0.727,,Has relevent experience,no_enrollment,Graduate,STEM,8,,,168
never,1,0.92,Male,No relevent experience,Full time course,High School,,9,,,55
2,1,0.926,Male,No relevent experience,Full time course,Graduate,STEM,11,,,33
>4,1,0.624,,Has relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,26
1,1,0.516,Female,No relevent experience,no_enrollment,Graduate,STEM,3,,,46
never,1,0.925,Female,No relevent experience,Full time course,Graduate,STEM,4,,,19
never,1,0.563,,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,54
1,1,0.558,Male,Has relevent experience,Full time course,Graduate,STEM,1,Oct-49,Pvt Ltd,64
>4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,5
4,1,0.624,Female,No relevent experience,Full time course,Graduate,STEM,<1,10000+,Pvt Ltd,66
4,1,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NGO,157
1,1,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,88
3,1,0.775,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,96
1,1,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,8,,,19
1,1,0.91,Female,No relevent experience,no_enrollment,Masters,Business Degree,>20,,,63
>4,1,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,28
1,1,0.558,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,104
1,1,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Pvt Ltd,68
1,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,<1,Oct-49,Pvt Ltd,18
1,1,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,NGO,39
never,1,0.624,,No relevent experience,Full time course,Graduate,STEM,12,,,57
1,1,0.624,,Has relevent experience,Full time course,Masters,STEM,5,,,188
1,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,5,,,162
,1,0.698,,Has relevent experience,no_enrollment,Graduate,STEM,2,<10,Pvt Ltd,134
4,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,99
>4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,100-500,Pvt Ltd,9
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,56
never,1,0.448,,No relevent experience,Full time course,Graduate,STEM,2,,,43
3,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,Oct-49,Pvt Ltd,42
2,1,0.827,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,52
1,1,0.558,Male,No relevent experience,,Graduate,STEM,3,100-500,Pvt Ltd,109
>4,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,68
1,1,0.698,,No relevent experience,no_enrollment,High School,,<1,,,42
3,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,,,6
never,1,0.624,Male,No relevent experience,Full time course,High School,,2,,,51
,1,0.624,Male,No relevent experience,no_enrollment,High School,,1,,,69
1,1,0.887,Male,Has relevent experience,no_enrollment,High School,,>20,,,83
never,1,0.555,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,,,27
1,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,10,,,42
never,1,0.91,,No relevent experience,no_enrollment,High School,,2,,,43
1,1,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,Oct-49,Pvt Ltd,78
1,1,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,500-999,Funded Startup,15
1,1,0.493,,No relevent experience,Part time course,Graduate,STEM,<1,,,92
1,1,0.55,,No relevent experience,no_enrollment,Masters,Other,6,,,21
2,1,0.848,Male,No relevent experience,no_enrollment,Masters,STEM,12,,,17
2,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,46
never,1,0.92,,Has relevent experience,Part time course,Graduate,STEM,6,,,194
1,1,0.624,,No relevent experience,no_enrollment,Graduate,No Major,<1,,,20
2,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,,,22
>4,1,0.754,Male,No relevent experience,Full time course,Masters,STEM,14,,,10
2,1,0.92,,No relevent experience,no_enrollment,Masters,STEM,6,,,12
>4,1,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,,,112
>4,1,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,3,,,108
4,1,0.843,,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,134
1,1,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,,,47
2,1,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,8,1000-4999,Pvt Ltd,220
1,1,0.897,,No relevent experience,Full time course,Graduate,STEM,7,,,86
>4,1,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,32
2,1,0.624,Male,No relevent experience,Full time course,Masters,Other,3,50-99,Pvt Ltd,80
1,1,0.624,Male,No relevent experience,no_enrollment,Graduate,No Major,4,50-99,Early Stage Startup,74
1,1,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,3,,,100
never,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,,,45
1,1,0.924,,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,34
1,1,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,,,15
never,1,0.884,Male,No relevent experience,Full time course,Graduate,STEM,3,,,11
>4,1,0.55,,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Pvt Ltd,12
2,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,122
1,1,0.91,,No relevent experience,no_enrollment,Graduate,STEM,11,,,103
3,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,1000-4999,Pvt Ltd,280
1,1,0.563,,No relevent experience,Full time course,,,2,Oct-49,,20
never,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,<1,,,70
never,1,0.647,Male,No relevent experience,Full time course,Graduate,STEM,2,,,30
,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,1,<10,Early Stage Startup,85
1,1,0.698,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,<10,Funded Startup,80
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,500-999,Pvt Ltd,78
>4,1,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,36
1,1,0.926,Male,No relevent experience,Full time course,High School,,6,,,102
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,15
1,1,0.55,,Has relevent experience,no_enrollment,Graduate,STEM,6,Oct-49,Pvt Ltd,45
never,1,0.624,,No relevent experience,Full time course,High School,,<1,,,166
1,1,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,9,,,55
4,1,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,Oct-49,Pvt Ltd,109
2,1,0.624,Male,No relevent experience,no_enrollment,Graduate,Other,4,10000+,Pvt Ltd,102
>4,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,>20,,,110
never,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,,,17
4,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Early Stage Startup,103
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,,,30
1,1,0.92,Female,No relevent experience,Full time course,Graduate,STEM,2,,,21
never,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Pvt Ltd,102
2,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,18
1,1,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,,114
1,1,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,64
>4,1,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,20
never,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,38
>4,1,0.848,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,17
never,1,0.448,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,73
1,1,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,50-99,Pvt Ltd,3
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,17
2,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,,14
2,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,62
2,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,17
>4,1,0.689,,Has relevent experience,Full time course,Masters,STEM,3,Oct-49,Public Sector,56
1,1,0.624,,Has relevent experience,Full time course,Masters,STEM,2,50-99,Pvt Ltd,8
2,1,0.624,,No relevent experience,no_enrollment,Masters,STEM,5,,Public Sector,141
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,,,9
1,1,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,,18
never,1,0.624,Male,No relevent experience,Full time course,Graduate,STEM,3,,,18
1,1,0.624,,No relevent experience,Full time course,Graduate,STEM,4,,,45
1,1,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,19,,,64
never,1,0.624,Male,No relevent experience,Full time course,Masters,STEM,6,,,15
1,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Early Stage Startup,244
>4,1,0.479,,Has relevent experience,Full time course,,,>20,<10,Public Sector,19
1,1,0.624,,Has relevent experience,Full time course,Graduate,STEM,,50-99,Pvt Ltd,20
>4,1,0.925,Female,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,162
1,1,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,258
,1,0.698,,No relevent experience,Full time course,Graduate,STEM,4,,,17
>4,1,0.682,,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Early Stage Startup,25
2,1,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,24
3,1,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,>20,500-999,Public Sector,44
,1,0.624,Male,Has relevent experience,,Graduate,STEM,3,,Pvt Ltd,56
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,29
1,1,0.827,Male,No relevent experience,Full time course,Graduate,STEM,5,,,77
1,1,0.92,,Has relevent experience,no_enrollment,Graduate,Other,17,,,24
3,1,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,56
1,1,0.624,Female,Has relevent experience,Full time course,Masters,STEM,<1,<10,Pvt Ltd,29
1,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,46
1,1,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,10
,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,21
1,1,0.926,Female,No relevent experience,Full time course,Graduate,STEM,8,,Public Sector,146
2,1,0.92,Male,No relevent experience,no_enrollment,Primary School,,2,,,36
never,1,0.766,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,,19
1,1,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,6,,,98
2,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,54
1,1,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Funded Startup,13
1,1,0.624,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,100
1,1,0.92,Male,No relevent experience,Full time course,Masters,STEM,10,,,138
>4,1,0.92,Male,No relevent experience,no_enrollment,Phd,STEM,7,10000+,Public Sector,6
2,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,29
>4,1,0.776,Female,Has relevent experience,no_enrollment,Graduate,STEM,17,,,13
>4,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,26
>4,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,,,78
1,1,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Pvt Ltd,134
,1,0.624,,Has relevent experience,Full time course,Masters,STEM,6,100-500,Pvt Ltd,172
2,1,0.624,,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,112
never,1,0.624,,No relevent experience,Full time course,High School,,<1,,,214
,1,0.624,,Has relevent experience,no_enrollment,High School,,3,Oct-49,Early Stage Startup,118
never,1,0.624,,No relevent experience,no_enrollment,,,1,,,10
4,1,0.624,,Has relevent experience,no_enrollment,Masters,STEM,18,5000-9999,NGO,80
1,1,0.92,,Has relevent experience,no_enrollment,Graduate,STEM,10,,,16
3,1,0.624,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,Oct-49,Pvt Ltd,6
never,1,0.92,,No relevent experience,no_enrollment,Primary School,,<1,,,29
